datetime,open,high,low,close
2026-03-12 00:00:00+00:00,185.66599999999988,185.7099999999999,185.59499999999989,185.6499999999999
2026-03-12 04:00:00+00:00,185.6499999999999,185.8479999999999,185.5289999999999,185.5909999999999
2026-03-12 08:00:00+00:00,185.5909999999999,185.7529999999999,185.4969999999999,185.55299999999988
2026-03-12 12:00:00+00:00,185.55299999999988,185.6389999999999,185.3779999999999,185.6049999999999
2026-03-12 16:00:00+00:00,185.6049999999999,185.7759999999999,185.55899999999988,185.6799999999999
2026-03-12 20:00:00+00:00,185.6799999999999,185.7369999999999,185.43399999999988,185.6289999999999
2026-03-13 00:00:00+00:00,185.6289999999999,185.6729999999999,185.4449999999999,185.56499999999988
2026-03-13 04:00:00+00:00,185.56499999999988,185.8159999999999,184.7649999999999,184.8429999999999
2026-03-13 08:00:00+00:00,184.8429999999999,184.9999999999999,184.4619999999999,184.8429999999999
2026-03-13 12:00:00+00:00,184.8429999999999,185.0859999999999,184.6389999999999,184.7269999999999
2026-03-13 16:00:00+00:00,184.7269999999999,184.8529999999999,184.5289999999999,184.5509999999999
2026-03-13 20:00:00+00:00,184.5509999999999,184.5519999999999,184.41599999999988,184.4919999999999
2026-03-15 20:00:00+00:00,184.4919999999999,184.6289999999999,184.3309999999999,184.59099999999992
2026-03-16 00:00:00+00:00,184.59099999999992,184.8609999999999,184.50599999999991,184.7649999999999
2026-03-16 04:00:00+00:00,184.7649999999999,184.83399999999992,183.9979999999999,184.13099999999991
2026-03-16 08:00:00+00:00,184.13099999999991,184.90699999999995,184.11299999999991,184.79799999999992
2026-03-16 12:00:00+00:00,184.79799999999992,185.14399999999992,184.6229999999999,185.10799999999992
2026-03-16 16:00:00+00:00,185.10799999999992,185.30999999999992,184.98899999999992,185.2839999999999
2026-03-16 20:00:00+00:00,185.2839999999999,185.30999999999992,185.03699999999992,185.153
2026-03-17 00:00:00+00:00,185.153,185.41799999999995,185.10599999999997,185.29999999999995
2026-03-17 04:00:00+00:00,185.29999999999995,185.32799999999995,184.99399999999997,185.218
2026-03-17 08:00:00+00:00,185.218,185.50499999999997,185.03699999999995,185.265
2026-03-17 12:00:00+00:00,185.265,185.563,185.24599999999995,185.463
2026-03-17 16:00:00+00:00,185.463,185.72699999999995,185.354,185.648
2026-03-17 20:00:00+00:00,185.648,185.701,185.469,185.57099999999997
2026-03-18 00:00:00+00:00,185.57099999999997,185.749,185.42999999999995,185.546
2026-03-18 04:00:00+00:00,185.546,185.577,185.161,185.194
2026-03-18 08:00:00+00:00,185.194,185.81699999999995,185.194,185.76399999999995
2026-03-18 12:00:00+00:00,185.76399999999995,185.999,185.557,185.814
2026-03-18 16:00:00+00:00,185.814,185.896,185.474,185.511
2026-03-18 20:00:00+00:00,185.511,185.52599999999995,185.09699999999995,185.468
2026-03-19 00:00:00+00:00,185.468,185.69,185.418,185.442
2026-03-19 04:00:00+00:00,185.442,185.521,184.584,184.633
2026-03-19 08:00:00+00:00,184.633,185.046,184.314,184.865
2026-03-19 12:00:00+00:00,184.865,185.016,184.314,184.42
2026-03-19 16:00:00+00:00,184.42,185.248,184.358,184.901
2026-03-19 20:00:00+00:00,184.901,185.162,184.856,185.089
2026-03-20 00:00:00+00:00,185.089,185.357,184.856,185.313
2026-03-20 04:00:00+00:00,185.313,185.571,185.278,185.462
2026-03-20 08:00:00+00:00,185.462,185.871,185.44,185.769
2026-03-20 12:00:00+00:00,185.769,186.124,185.696,186.079
2026-03-20 16:00:00+00:00,186.079,186.474,186.068,186.391
2026-03-20 20:00:00+00:00,186.391,186.505,186.374,186.483
2026-03-22 20:00:00+00:00,186.483,186.725,186.22800000000004,186.531
2026-03-23 00:00:00+00:00,186.531,186.856,186.34600000000003,186.64400000000003
2026-03-23 04:00:00+00:00,186.64400000000003,186.682,186.324,186.481
2026-03-23 08:00:00+00:00,186.481,186.73800000000003,185.68,186.19000000000003
2026-03-23 12:00:00+00:00,186.19000000000003,186.76300000000003,186.117,186.396
2026-03-23 16:00:00+00:00,186.396,186.516,186.253,186.497
2026-03-23 20:00:00+00:00,186.497,186.549,186.341,186.48900000000003
2026-03-24 00:00:00+00:00,186.48900000000003,186.50600000000003,186.14400000000003,186.379
2026-03-24 04:00:00+00:00,186.379,186.58,186.252,186.511
2026-03-24 08:00:00+00:00,186.511,186.534,186.19100000000003,186.523
2026-03-24 12:00:00+00:00,186.523,186.63100000000003,186.33400000000003,186.49400000000003
2026-03-24 16:00:00+00:00,186.49400000000003,186.75100000000003,186.383,186.718
2026-03-24 20:00:00+00:00,186.718,186.88,186.52,186.835
2026-03-25 00:00:00+00:00,186.835,187.07700000000003,186.73300000000003,186.788
2026-03-25 04:00:00+00:00,186.788,187.124,186.754,187.079
2026-03-25 08:00:00+00:00,187.079,187.097,186.707,186.871
2026-03-25 12:00:00+00:00,186.871,186.93,186.55900000000003,186.718
2026-03-25 16:00:00+00:00,186.718,186.974,186.56000000000003,186.907
2026-03-25 20:00:00+00:00,186.907,186.909,186.747,186.79700000000005
2026-03-26 00:00:00+00:00,186.79700000000005,186.997,186.73800000000003,186.985
2026-03-26 04:00:00+00:00,186.985,186.99500000000003,186.683,186.802
2026-03-26 08:00:00+00:00,186.802,186.96400000000003,186.49,186.51200000000003
2026-03-26 12:00:00+00:00,186.51200000000003,186.83400000000003,186.503,186.784
2026-03-26 16:00:00+00:00,186.784,186.814,186.64300000000003,186.67
2026-03-26 20:00:00+00:00,186.67,186.79800000000003,186.54300000000003,186.74600000000004
2026-03-27 00:00:00+00:00,186.74600000000004,186.75600000000003,186.37700000000004,186.688
2026-03-27 04:00:00+00:00,186.688,186.85200000000003,186.629,186.747
2026-03-27 08:00:00+00:00,186.747,186.749,186.43600000000004,186.46500000000003
2026-03-27 12:00:00+00:00,186.46500000000003,187.017,186.373,187.01
2026-03-27 16:00:00+00:00,187.01,187.169,186.904,186.95300000000003
2026-03-27 20:00:00+00:00,186.95300000000003,187.052,186.91200000000003,186.95900000000003
2026-03-29 20:00:00+00:00,186.95900000000003,187.4000000000001,186.759,187.0420000000001
2026-03-30 00:00:00+00:00,187.0420000000001,187.0550000000001,186.7930000000001,186.90800000000007
2026-03-30 04:00:00+00:00,186.90800000000007,186.9240000000001,186.43800000000007,186.6080000000001
2026-03-30 08:00:00+00:00,186.6080000000001,186.62500000000009,186.09200000000007,186.10500000000008
2026-03-30 12:00:00+00:00,186.10500000000008,186.10600000000005,185.51200000000009,185.5660000000001
2026-03-30 16:00:00+00:00,185.5660000000001,185.91600000000008,185.49000000000007,185.90800000000007
2026-03-30 20:00:00+00:00,185.90800000000007,186.05800000000008,185.83800000000008,186.0360000000001
2026-03-31 00:00:00+00:00,186.0360000000001,186.48200000000008,185.95000000000007,186.11000000000007
2026-03-31 04:00:00+00:00,186.11000000000007,186.1740000000001,185.73500000000007,186.0600000000001
2026-03-31 08:00:00+00:00,186.0600000000001,186.11100000000008,185.79400000000007,186.0970000000001
2026-03-31 12:00:00+00:00,186.0970000000001,186.55700000000007,185.9780000000001,186.1260000000001
2026-03-31 16:00:00+00:00,186.1260000000001,186.52200000000008,186.1140000000001,186.36100000000008
