datetime,open,high,low,close
2026-03-12 02:15:00+00:00,0.9118100801000003,0.9118100801000003,0.9118100801000003,0.9118100801000003
2026-03-12 02:30:00+00:00,0.9117871378000005,0.9118031271000004,0.9116183394000005,0.9116764124000005
2026-03-12 02:45:00+00:00,0.9117464202000002,0.9119863080000005,0.9117219048000005,0.9119859957000005
2026-03-12 03:00:00+00:00,0.9119929019000004,0.9119929019000004,0.9117868435000004,0.9118349296000006
2026-03-12 03:15:00+00:00,0.9118028742000007,0.9118651116000005,0.9117746880000004,0.9117850296000005
2026-03-12 03:30:00+00:00,0.9117549064000003,0.9117875592000005,0.9116516136000007,0.9117492480000002
2026-03-12 03:45:00+00:00,0.9117806400000005,0.9119536504000006,0.9117806400000005,0.9119388975000007
2026-03-12 04:00:00+00:00,0.9119740644000006,0.9119847345000002,0.9118346508000006,0.9118346508000006
2026-03-12 04:15:00+00:00,0.9118431170000008,0.9118581966000004,0.9117385505000007,0.9117463978000002
2026-03-12 04:30:00+00:00,0.9117423216000006,0.9117423216000006,0.9115341500000004,0.9115341500000004
2026-03-12 04:45:00+00:00,0.9116348960000005,0.9117896118000004,0.9116348960000005,0.9116779116000007
2026-03-12 05:00:00+00:00,0.9117052260000004,0.9117912096000006,0.9116540512000006,0.9116807608000005
2026-03-12 05:15:00+00:00,0.9116673090000005,0.9117667728000004,0.9116443829000004,0.9117246661000005
2026-03-12 05:30:00+00:00,0.9117142276000004,0.9118903105000005,0.9117020185000004,0.9118903105000005
2026-03-12 05:45:00+00:00,0.9119068658000005,0.9119068658000005,0.9117442355000006,0.9117542451000005
2026-03-12 06:00:00+00:00,0.9117752192000002,0.9121506155000005,0.9117752192000002,0.9120756875000005
2026-03-12 06:15:00+00:00,0.9121535691000008,0.9121651920000007,0.9119684766000006,0.9120759528000004
2026-03-12 06:30:00+00:00,0.9121268031000006,0.9122212160000003,0.9120454120000008,0.9120889671000006
2026-03-12 06:45:00+00:00,0.9121281856000002,0.9122079120000007,0.9120589538000006,0.9121808763000002
2026-03-12 07:00:00+00:00,0.9120364480000006,0.9122171556000005,0.9120364480000006,0.9121146510000006
2026-03-12 07:15:00+00:00,0.9121609089000007,0.9124811140000006,0.9121609089000007,0.9124811140000006
2026-03-12 07:30:00+00:00,0.9124145595000007,0.9124145595000007,0.9117606537000007,0.9120992064000004
2026-03-12 07:45:00+00:00,0.9121695300000005,0.9128636946000003,0.9121695300000005,0.9126877925000005
2026-03-12 08:00:00+00:00,0.9126429339000005,0.9130392710000005,0.9126429339000005,0.9127257216000004
2026-03-12 08:15:00+00:00,0.9127798308000008,0.9130538160000007,0.9125709600000005,0.9130538160000007
2026-03-12 08:30:00+00:00,0.9130977481000004,0.9133683870000006,0.9130192311000007,0.9130192311000007
2026-03-12 08:45:00+00:00,0.9130079004000005,0.9130079004000005,0.9125408964000006,0.9126415936000005
2026-03-12 09:00:00+00:00,0.9125307986000005,0.9125668735000004,0.9122372910000007,0.9122372910000007
2026-03-12 09:15:00+00:00,0.9122253750000006,0.9122253750000006,0.9117376404000005,0.9119353790000005
2026-03-12 09:30:00+00:00,0.9119439480000006,0.9119961970000007,0.9118558471000002,0.9119425030000002
2026-03-12 09:45:00+00:00,0.9118527408000007,0.9118527408000007,0.9116551206000005,0.9117835920000006
2026-03-12 10:00:00+00:00,0.9117914260000006,0.9119904188000004,0.9116929305000003,0.9116929305000003
2026-03-12 10:15:00+00:00,0.9115243716000004,0.9118190497000004,0.9115243716000004,0.9117947383000006
2026-03-12 10:30:00+00:00,0.9119310900000005,0.9121468045000004,0.9117418700000005,0.9121468045000004
2026-03-12 10:45:00+00:00,0.9121159575000003,0.9121766580000006,0.9118294390000005,0.9120847860000004
2026-03-12 11:00:00+00:00,0.9121163752000004,0.9121821625000007,0.9119536800000004,0.9120971367000006
2026-03-12 11:15:00+00:00,0.9120771872000005,0.9122655226000006,0.9120002320000004,0.9121054434000003
2026-03-12 11:30:00+00:00,0.9120333984000005,0.9122243583000008,0.9118556268000005,0.9121195812000007
2026-03-12 11:45:00+00:00,0.9120604857000004,0.9123324652000004,0.9119740784000007,0.9122464710000006
2026-03-12 12:00:00+00:00,0.9122765728000006,0.9123657543000006,0.9121913658000006,0.9123657543000006
2026-03-12 12:15:00+00:00,0.9124509130000005,0.9124509130000005,0.9120915000000004,0.9120915000000004
2026-03-12 12:30:00+00:00,0.9120707739000005,0.9120707739000005,0.9117734148000006,0.9117734148000006
2026-03-12 12:45:00+00:00,0.9117824232000008,0.9120522500000007,0.9117775000000005,0.9120522500000007
2026-03-12 13:00:00+00:00,0.9121244410000006,0.9124980040000003,0.9119893650000005,0.9124011264000006
2026-03-12 13:15:00+00:00,0.9124754125000003,0.9124767953000005,0.9118180000000002,0.9119947464000006
2026-03-12 13:30:00+00:00,0.9120996111000005,0.9120996111000005,0.9115435980000006,0.9116293160000005
2026-03-12 13:45:00+00:00,0.9116355504000004,0.9117666456000002,0.9114792024000002,0.9117666456000002
2026-03-12 14:00:00+00:00,0.9119460351000004,0.9123423680000008,0.9119460351000004,0.9123068178000004
2026-03-12 14:15:00+00:00,0.9124087968000005,0.9125572575000005,0.9122375465000006,0.9125053317000001
2026-03-12 14:30:00+00:00,0.9125218665000006,0.9125301315000005,0.9122947760000008,0.9124254955000006
2026-03-12 14:45:00+00:00,0.9123936562000005,0.9128026863000007,0.9123041136000005,0.9127070634000005
2026-03-12 15:00:00+00:00,0.9127426560000007,0.9133381500000005,0.9127426560000007,0.9131309642000007
2026-03-12 15:15:00+00:00,0.9131874150000006,0.9131874150000006,0.9128135485000007,0.9128765093000003
2026-03-12 15:30:00+00:00,0.9129576555000005,0.9133321827000006,0.9129576555000005,0.9129911160000006
